OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,district,zipcode
行銷企劃專員,全職,21,行銷／企劃／專案,210103,行銷企劃人員,2,20261012,"#21★◎※※
1. 負責網站行銷策略企劃、制定、執行。
2. 管理網站內容，包括撰寫文案、編輯圖片、規劃版面。
3. .負責管理各種數位行銷工具操作、數位廣告投放(FB、Google Ads、LINE等)，提出行銷策略建議。
4. 執行各項網路行銷活動，如電子報、社群媒體、廣告投放等
5. 協助 品牌客戶社群內容經營( Facebook / Instagram)，協助客戶推廣品牌能力
6.若有需要，可接受派駐至北部[公家機關] 進行專案管理。
必要條件:  
具高EQ、正向積極、善溝通、良好組織能力、自我管理能力與思考整體面的邏輯能力，具調解能力者尤佳。 
",新北市板橋區,2年以上,日班,月薪,35000,55000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=413287&HIRE_ID=14592795,嘉聯科技股份有限公司,20260812,板橋區,220
【綜管六處】板橋區 日班代管期禮賓人員,全職,18,保全／軍警消,180101,保全人員,2,額滿為止,"1. 訪客廠商過濾及登記換證作業 
2. 裝潢施工車輛人員管制 
3. 委託事項服務、尋物、指引、諮詢等臨時事項處理 
4. 緊急事件優先回報與現場緊急處置程序 
5. 大樓安全與安寧、燈火管制、防火、防竊等巡查與處置 
6. 每日紀錄簿登記，以備查考",新北市板橋區,無,日班,月薪,47000,48000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=33582&HIRE_ID=14610935,良福保全股份有限公司,20260819,板橋區,220
攝影工程施工人員,全職,13,傳播／娛樂／藝術,130111,視聽工程類人員,1,20260929,"攝影棚規劃、安裝施工人員。

我們提供：
•AI時代具競爭力的工作職能。
•完善的在職培訓與成長機會。
•穩定的工作環境與團隊支持。
•持續拓展的專業攝影棚工程項目。
如果你喜歡攝影及工程施工，期待在專業團隊中發揮所長，歡迎加入我們！ 攝影棚工程公司期待你的加入，一起打造理想的拍攝空間！

其他：我們希望你
•具簡易水電經驗。
•懂攝影或對攝影有興趣。
•工作態度積極，細心且負責。
",新北市板橋區,1年內,日班,月薪,40000,45000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2584231&HIRE_ID=14558691,攝影家手札科技有限公司,20260729,板橋區,220
視覺設計師,全職,05,廣告／公關／設計,050311,平面廣告設計員,2,20261012,"#21★◎※※
1.網站ui ux 設計、系統 ui ux 設計
◎對版型規範及無障礙規範有所認知者佳
2.設計製作活動文宣、印刷品、展場活動製作物，網站版面編排、美編設計
◎需會操作illustrater、photoshop、XD等軟體
◎行銷設計創意發想
◎平面視覺發想、平面設計（宣傳／海報／陳列物等）
3.進行社群網站及粉絲團貼文之圖稿、文案的排版設計
◎活動網站及商品的訊息與視覺(製作banner 、電子報、賀卡、桌布) 
4.網頁版面維護／廣告行銷素材等
◎網站內容維護：活動網頁設計、EDM視覺設計之社群網站上下架管理
5.辦公室軟硬體應用、網頁製作、電腦繪圖、設計公司整體CI
6.協助商品拍攝、美工編排平面設計、去背修圖、商品＆廣告文宣版面設計
7.協助專案文圖發想並與其他部門溝通協調
擅長工具
Adobe XD、Illustrator、Adobe Photoshop、Adobe Animate、Premiere、Word、PowerPoint、Excel
",新北市板橋區,2年以上,日班,月薪,35000,50000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=413287&HIRE_ID=14592835,嘉聯科技股份有限公司,20260817,板橋區,220
助手,全職,15,物流／運輸／資材,150105,貨物搬運人員,5,20301231,從事物品、家具、貨物等各類粗重物品的搬運、打包、運送與裝卸工作。,新北市板橋區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1110136&HIRE_ID=9813721,祥優搬家貨運有限公司,20200709,板橋區,220
外場襄理【添好運-板橋大遠百店】,全職,16,旅遊／餐飲／休閒,160201,飯店、餐廳主管,2,20261010,"1.落實現場各站別工作
2.餐期間的服務值班管理
3.維持出餐流程順暢及解決突發狀況
4.協助外場作業流暢
5.有效率的處理收銀及帳務相關行政工作
6.處理店務及各項盤點工作",新北市板橋區,1年以上,輪班二班制,月薪,35000,-,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1201983&HIRE_ID=14588189,忕吉小吃股份有限公司,20260810,板橋區,220
社區清潔員(南雅西路1段),全職,19,清潔／家事／托育(保母),190104,環境清潔工,1,20260913,社區環境清潔維護,新北市板橋區,無,日班,月薪,29500,32000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2444261&HIRE_ID=14517679,誠豐環保服務有限公司,20260713,板橋區,220
【新北】寬頻網路電信工程師,全職,10,技術／維修／操作,100205,電信及電力線路架設工,5,20331231,"1.數位機上盒、寬頻網路安裝、維修及拆機作業
2.數位機上盒、寬頻網路使用問題分析、解決
※了解更多工作內容：https://www.youtube.com/watch?v＝G-Nb-sug-Zs",新北市板橋區,無,日班、輪班二班制、中班,月薪,38000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153864&HIRE_ID=11777701,大豐有線電視股份有限公司,20250808,板橋區,220
店務助理(兼職)-板橋教室,兼職,22,其他職類,220101,兼職人員,3,20261018,"#14  ★◎※※
1.課程用食材秤量準備
2.環境與器具碗盤清洗
3.櫃台或電話顧客服務.
#可長期配合以下時段：
晚班：18:00~22:00或19:00~22:00


",新北市板橋區,無,部份工時：18時00分至22時00分,時薪,196,200,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2309657&HIRE_ID=14607845,愛必食股份有限公司,20260818,板橋區,220
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260826,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市板橋區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2698651&HIRE_ID=14609275,吳小姐,20260819,板橋區,220
日間照顧服務員(板橋-國光社區),全職,17,醫療／美容／保健,170113,照顧服務員,3,20261021,"【耆寓股份有限公司附設新北市私立國光社區長照機構】
工作內容：
1. 生活照顧服務(包括沐浴服務)。
2. 健康促進服務。
3. 文康休閒活動服務。
4. 備餐服務。
5. 日班:：07:00~15:30、07:30~16:00、08:30~17:00、09:00~17:30。

職缺符合照服員就業獎勵，請攜帶身份證、長照小卡先至公立就業服務機構諮詢評估",新北市板橋區,無,日班,月薪,31000,33000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2499331&HIRE_ID=14616491,耆寓股份有限公司,20260821,板橋區,220
台北店-設計師助理,全職,11,營建／製圖／施作,110104,室內設計師,5,20260921,"#20★◎
1.繪製CAD設計圖說須熟練
2.丈量工地現場
3.協助工程管理
4.協助設計業務
5.尋找風格意象製作簡報協助客戶諮詢
※須有高學習理解力、認真負責以及配合度高者,依能力分配職務級別

【★請先mail履歷至yuchu.hr@gmail.com，請勿電洽或親洽，無求職意願者勿洽★】",新北市板橋區,1年以上,日班,月薪,35000,39000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2419763&HIRE_ID=14540587,羽筑空間設計工程行,20260721,板橋區,220
【板橋環球店】瘋一鍋 外場 長期計時人員,兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20260908,"外場：
1.保持現場環境整潔
2.接待、點菜、服務客人
3.準備餐具、整理餐具
4.協助出餐
5.結帳、收銀
6.完成主管交代事項
",新北市板橋區,無,夜班、輪班二班制、部份工時：18時00分至22時00分、中班,時薪,205,250,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2492275&HIRE_ID=14509519,瘋狂餐飲企業有限公司,20260708,板橋區,220
徵板橋代管期日/夜班保全,全職,18,保全／軍警消,180106,保全技術人員,2,20261231,從事機動性的保全服務，負責現場測量、調度、安裝、監控及維修保全警報系統等工作。,新北市板橋區,無,日班,月薪,44000,45000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2238195&HIRE_ID=14603719,維德保全股份有限公司,20260817,板橋區,220
Giordano Ladies新北市-門市兼職人員,兼職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,10,額滿為止,"1.商品銷售與介紹
2.顧客服務（諮詢、調貨、退換貨等）
3.商品進貨與庫存管理
4.商品陳列與檔期執行
5.維持門市環境整潔

※人員需機動支援北區門市取貨作業，公司將提供捷運MRT交通票
※需久站，具改褲能力佳（可再培訓）
※可攜履歷表、照片親洽門市面試或投遞履歷，將有專人和您聯繫
面試日期：週一~週五
面試時間：下午14:00-20:00間
面試工作地點：新北市
【中本遠東女裝】新北市板橋區新站路28號3樓 / 02-29645672",新北市板橋區,無,部份工時：時分至時分,時薪,215,-,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=43732&HIRE_ID=14529787,香港商捷時海外貿易有限公司台灣分公司,20260716,板橋區,220
晚班兼職-外場服務員【板橋大遠百店】,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,6,20261010,"1.熱情接待每一位客人
2.細緻介紹環境和菜單亮點
3.貼心上菜服務桌邊服務、主動收桌
4.迅速補充餐具、保持用餐環境整潔
5.親切結帳服務創造美好的用餐體驗
6.各種好喝的飲料調製。",新北市板橋區,無,輪班二班制,時薪,196,200,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1201983&HIRE_ID=14588193,忕吉小吃股份有限公司,20260810,板橋區,220
【綜管八處】板橋區 320戶日班保全,全職,18,保全／軍警消,180101,保全人員,4,額滿為止,"1. 巡邏建築物與周遭環境，留意可疑線索，確保門窗安全。
2. 回應警報器並且了解，回報、處理引起警鈴的原因。
3. 由監視器畫面監看，以確保被保全之人與建築物的安全。
4. 維持住戶公共安全及設施，危機事件及緊急事故回報與處理。
5. 接應訪客，確實防疫措施並實聯制。
6. 收發文件，每日勤務紀錄簿確實簽到、記錄。
7. 熟稔禮賓接待服務。 具有豪宅服務經驗/飯店服務經驗佳。
8. 提供客戶全方位的大樓優良綜合管理服務。
9.交管勤務輪流推哨。

※面試時著正式服裝並攜帶 身分證、大頭照三張、個人戶籍謄本(簡式)兩份。
※每月薪資轉帳銀行帳戶（第一銀行 ）。",新北市板橋區,1年以上,日班,月薪,44660,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=33582&HIRE_ID=14610515,良福保全股份有限公司,20260819,板橋區,220
日班走心車床改車工程師,全職,10,技術／維修／操作,100129,傳統車床技術人員,2,額滿為止,"1. 能獨立編輯加工程式, 有醫療加工產業經驗者優先考慮

2.或者能搭配車床加工軟體Esprit 者佳

3. 協助現場異常排除與更換刀具與文件修改",新北市板橋區,3年以上,日班,月薪,38000,43000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=955286&HIRE_ID=14553603,普傑精機有限公司,20260728,板橋區,220
護佐人員,全職,17,醫療／美容／保健,170115,護理師/護士,5,20261024,"◎#15
1.協助護理人員幫助臥床的病患上下床、洗澡、翻身、換尿布、灌食及病房清潔作業 
2.協助臨床事業：更換床單、環境清潔及協助書記衛耗材補庫作業 
3.協助單位傳送相關事宜 
4.護理主管交辦事項 




",新北市板橋區,無,輪班二班制,月薪,29500,33590,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=365853&HIRE_ID=14619989,蕭中正醫院,20260824,板橋區,220
計時社員(0825徵才),全職,22,其他職類,220101,兼職人員,10,20261020,"1.接待及引導 
2.餐點介紹 
3.協助顧客點餐 
4.桌邊服務及維護環境等
",新北市不限,無,日班,時薪,200,280,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=933158&HIRE_ID=14611959,乾杯股份有限公司,20260820,板橋區,220
居家照顧服務員(0825徵才)中和區,全職,17,醫療／美容／保健,170113,照顧服務員,3,20261019,依照服務碼別提供居家照顧服務,新北市中和區,無,,月薪,32000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2461289&HIRE_ID=14611059,齡活股份有限公司附設新北市私立齡活居家長照機構,20260819,板橋區,220
門市人員,全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,4,額滿為止,製作手工包子及販售,新北市板橋區,無,日班,時薪,196,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2696901&HIRE_ID=14591389,館西上海鮮肉包,20260811,板橋區,220
水電半技工/水電學徒,全職,11,營建／製圖／施作,110302,水電配線技術員,5,20260917,"#19 ★◎※※
1.從事給水與排水配管、線路配線。
2.水電、機電消防有興趣者 。
3.工作地點為大台北地區(新北、北市)，依照工程跑點
",新北市板橋區,1年內,日班,月薪,35000,-,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1167916&HIRE_ID=14532793,泉通消防工程有限公司,20260717,板橋區,220
房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,10,20301231,負責飯店／旅館內房間的打掃工作，協助整理房間清潔及補充消耗性用品。,新北市板橋區,無,日班,月薪,32000,37000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2350533&HIRE_ID=13858255,大盟開發股份有限公司新板分公司 ,20251028,板橋區,220
居家照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,10,20291231,居家照顧服務員（簡稱居服員）是前往個案家中，提供一對一照護的第一線專業人員。工作內容依政府長照核定項目為主，主要分為身體照顧、日常生活協助及家事服務三大類,新北市板橋區,無,日班,時薪,250,350,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2529095&HIRE_ID=14614195,社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,20260820,板橋區,220
社區警衛.大觀路浮洲橋附近.,全職,18,保全／軍警消,180101,保全人員,3,20261231,"社區警衛業務.大觀路浮洲橋附近.(依案場分派)。
具經驗負責任者佳。",新北市板橋區,無,日班、夜班、輪班二班制,月薪,29500,42000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=432767&HIRE_ID=14618383,金固保全股份有限公司,20260824,板橋區,220
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260831,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市板橋區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2700199&HIRE_ID=14619753,陳小姐,20260824,板橋區,220
